customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,senior_citizen,partner,dependents,phone_service,multiple_lines,paperless_billing,churn
7693-LCKZL,5,80.15,385.0,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,No,No,0,1,1,1,1,1,1
7746-AWNQW,28,35.75,961.4,month_to_month,mailed_check,dsl,No,No,Yes,Yes,No,No,0,0,0,0,0,1,0
5996-EBTKM,67,69.9,4615.9,two_year,bank_transfer,dsl,No,No,Yes,Yes,No,Yes,0,1,1,1,1,1,0
2758-RNWXS,35,89.2,3251.3,one_year,electronic_check,fiber_optic,Yes,No,No,Yes,No,Yes,0,0,0,1,0,1,0
2314-TNDJQ,72,55.65,3880.05,two_year,credit_card,dsl,Yes,Yes,Yes,Yes,No,Yes,0,1,1,0,0,0,0
2405-LBMUW,61,50.7,3088.75,one_year,bank_transfer,dsl,Yes,Yes,No,Yes,No,Yes,0,1,1,0,0,1,0
3454-JFUBC,68,20.0,1396.0,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,1,0,1,0
0032-PGELS,1,30.5,30.5,month_to_month,bank_transfer,dsl,Yes,No,No,No,No,No,0,1,1,0,0,0,1
9039-ZVJDC,3,19.1,53.05,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
6797-LNAQX,70,98.3,6859.5,two_year,bank_transfer,fiber_optic,No,Yes,No,No,Yes,Yes,0,1,1,1,1,0,1
9013-AQORL,48,45.55,2108.35,month_to_month,credit_card,dsl,No,Yes,Yes,No,No,Yes,0,0,1,0,0,0,0
2898-MRKPI,68,101.05,6770.5,one_year,credit_card,fiber_optic,No,Yes,No,No,Yes,Yes,0,1,1,1,1,1,0
2750-BJLSB,47,103.7,4730.6,one_year,electronic_check,fiber_optic,Yes,No,Yes,Yes,Yes,Yes,0,0,0,1,0,1,0
3648-GZPHF,32,36.25,1151.05,one_year,mailed_check,dsl,No,No,Yes,Yes,No,No,0,1,1,0,0,1,0
2075-RMJIK,5,49.4,232.55,month_to_month,mailed_check,dsl,Yes,No,No,No,No,No,0,1,1,1,0,1,0
9588-YRFHY,49,19.9,1022.6,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
6394-MFYNG,48,107.4,5121.3,month_to_month,bank_transfer,fiber_optic,No,Yes,Yes,No,Yes,Yes,0,0,0,1,1,1,1
1564-NTYXF,13,82.0,1127.2,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,Yes,1,0,0,1,1,1,1
9364-YKUVW,15,19.8,309.4,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
5392-AKEMH,12,45.05,523.1,month_to_month,electronic_check,dsl,No,No,No,No,No,No,0,0,0,1,0,1,0
2451-YMUXS,67,64.55,4250.1,two_year,bank_transfer,dsl,Yes,Yes,No,Yes,No,No,1,0,0,1,1,1,0
3914-FDRHP,9,86.25,770.5,month_to_month,electronic_check,fiber_optic,No,No,No,Yes,Yes,No,0,0,0,1,0,0,0
3078-ZKNTS,13,19.75,246.7,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,1,0
1024-KPRBB,38,89.1,3342.0,one_year,mailed_check,fiber_optic,No,No,No,No,Yes,Yes,0,0,0,1,0,1,0
4690-PKDQG,42,95.55,3930.6,month_to_month,electronic_check,fiber_optic,No,Yes,Yes,No,Yes,No,1,1,0,1,1,1,0
8155-IBNHG,24,75.4,1747.85,month_to_month,credit_card,fiber_optic,No,No,No,No,No,No,0,1,0,1,1,1,1
0886-QGENL,27,101.25,2754.45,month_to_month,electronic_check,fiber_optic,Yes,No,Yes,No,Yes,Yes,1,1,0,1,0,1,1
9547-ITEFG,9,102.6,897.75,month_to_month,credit_card,fiber_optic,No,Yes,Yes,No,Yes,Yes,0,1,1,1,1,1,0
1264-FUHCX,49,56.3,2780.6,one_year,credit_card,dsl,No,Yes,No,Yes,Yes,Yes,0,1,0,0,0,1,0
7789-CRUVC,61,94.2,5895.45,month_to_month,credit_card,fiber_optic,Yes,Yes,Yes,Yes,No,No,1,1,0,1,1,1,0
6598-KELSS,50,43.05,2208.05,one_year,bank_transfer,dsl,Yes,Yes,No,No,Yes,No,0,0,1,0,0,1,0
8739-WWKDU,25,89.5,2196.15,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,Yes,No,1,0,0,1,1,1,1
8685-WHQPW,22,74.4,1692.6,month_to_month,bank_transfer,fiber_optic,No,No,No,No,No,No,1,0,0,1,1,1,1
4745-LSPLO,1,20.5,20.5,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,1
8083-YTZES,4,74.35,265.35,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,0,0,0,1,1,1,1
7240-FQLHE,18,99.75,1836.25,month_to_month,bank_transfer,fiber_optic,No,No,No,Yes,Yes,Yes,1,1,0,1,1,0,1
6664-FPDAC,56,111.95,6418.9,one_year,electronic_check,fiber_optic,No,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1
9972-VAFJJ,53,94.0,4871.45,one_year,electronic_check,fiber_optic,No,Yes,Yes,Yes,Yes,No,1,1,0,1,0,1,0
0422-UXFAP,51,98.85,4947.55,one_year,electronic_check,fiber_optic,No,No,Yes,No,Yes,Yes,0,1,0,1,1,1,0
1904-WAJAA,24,64.35,1558.65,two_year,electronic_check,dsl,Yes,Yes,Yes,No,No,No,0,1,1,1,1,0,0
5130-YPIRV,62,72.0,4284.2,two_year,credit_card,dsl,Yes,Yes,Yes,No,Yes,No,0,1,0,1,0,1,0
2843-CQMEG,24,49.7,1218.25,month_to_month,mailed_check,dsl,No,Yes,No,No,No,No,0,0,0,1,0,1,0
6439-PKTRR,70,80.7,5617.95,two_year,electronic_check,dsl,Yes,Yes,Yes,Yes,Yes,No,0,1,1,1,1,0,0
5351-QESIO,1,24.2,24.2,month_to_month,mailed_check,dsl,No,No,No,No,No,No,0,0,1,0,0,0,0
0786-VSSUD,16,39.0,679.85,month_to_month,mailed_check,dsl,No,Yes,No,No,Yes,No,1,0,0,0,0,1,1
5568-DMXZS,8,65.45,554.45,month_to_month,electronic_check,dsl,No,Yes,No,Yes,Yes,No,0,0,0,1,0,1,0
8468-FZTOE,72,74.35,5237.4,two_year,electronic_check,dsl,Yes,Yes,Yes,Yes,No,Yes,0,1,1,1,0,1,0
6633-SYEUS,23,83.2,2032.3,month_to_month,bank_transfer,fiber_optic,No,Yes,Yes,Yes,No,No,0,0,0,1,0,0,0
6447-GORXK,31,25.0,789.2,month_to_month,credit_card,dsl,No,No,No,No,No,No,0,0,1,0,0,0,0
6967-PEJLL,37,40.2,1525.35,one_year,electronic_check,dsl,Yes,No,Yes,Yes,No,No,0,1,1,0,0,1,0
3976-BWUCK,30,94.1,2804.45,month_to_month,credit_card,fiber_optic,No,Yes,No,Yes,Yes,No,0,1,0,1,1,1,1
5981-ZVXOT,35,108.35,3726.15,one_year,electronic_check,fiber_optic,Yes,Yes,Yes,No,Yes,Yes,1,0,0,1,1,1,0
1684-FLBGS,23,69.5,1652.1,month_to_month,credit_card,dsl,No,Yes,No,Yes,Yes,No,0,1,1,1,1,1,0
1389-WNUIB,20,76.0,1588.75,one_year,bank_transfer,dsl,Yes,No,No,No,Yes,Yes,0,1,1,1,1,0,0
0376-OIWME,36,93.6,3366.05,month_to_month,electronic_check,fiber_optic,Yes,No,No,No,Yes,Yes,0,1,0,1,0,1,0
3585-ISXZP,8,95.65,778.1,month_to_month,bank_transfer,fiber_optic,No,No,No,No,Yes,Yes,0,0,0,1,1,0,1
0218-QNVAS,71,100.55,7113.75,one_year,bank_transfer,fiber_optic,No,Yes,No,No,Yes,Yes,0,1,1,1,1,0,0
6583-QGCSI,50,88.05,4367.35,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,Yes,No,1,1,0,1,1,1,1
0804-YGEQV,43,24.45,993.15,one_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,1,1,0
7164-BPTUT,57,89.55,5012.35,two_year,mailed_check,dsl,Yes,Yes,Yes,Yes,Yes,Yes,0,0,1,1,1,0,0
4174-LPGTI,41,66.5,2728.6,one_year,bank_transfer,dsl,No,Yes,No,Yes,No,Yes,0,1,1,1,0,1,1
2523-EWWZL,27,76.1,2093.4,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,No,No,0,1,0,1,0,1,0
0928-XUTSN,13,80.5,1011.8,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,Yes,0,0,0,1,0,1,0
2108-XWMPY,3,35.45,106.85,month_to_month,mailed_check,dsl,Yes,Yes,No,No,No,No,0,0,0,0,0,1,1
0052-YNYOT,67,20.55,1343.4,one_year,electronic_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
6304-IJFSQ,3,49.9,130.1,month_to_month,mailed_check,dsl,No,Yes,No,No,No,No,0,0,0,1,0,1,1
9586-JGQKH,64,105.4,6794.75,two_year,bank_transfer,fiber_optic,No,Yes,No,Yes,Yes,Yes,0,1,0,1,1,1,0
4501-VCPFK,26,35.75,1022.5,month_to_month,electronic_check,dsl,No,No,Yes,Yes,No,No,0,0,0,0,0,0,0
6075-SLNIL,38,95.1,3691.2,month_to_month,credit_card,fiber_optic,No,Yes,Yes,No,No,Yes,0,0,0,1,1,1,0
9347-AERRL,23,19.3,486.2,one_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,1,0,0,0
0093-XWZFY,40,104.5,4036.85,month_to_month,credit_card,fiber_optic,No,Yes,Yes,No,Yes,Yes,0,0,0,1,1,1,1
2274-XUATA,72,63.1,4685.55,two_year,bank_transfer,dsl,Yes,Yes,Yes,Yes,Yes,Yes,1,1,0,0,0,1,0
1980-KXVPM,3,75.05,256.25,month_to_month,credit_card,fiber_optic,No,No,No,No,No,No,1,0,0,1,1,1,1
7703-ZEKEF,23,81.0,1917.1,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,No,No,0,0,0,1,1,1,1
0723-DRCLG,1,74.45,74.45,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,1,1,0,1,1,1,1
5482-NUPNA,4,60.4,272.15,month_to_month,mailed_check,dsl,Yes,Yes,No,Yes,No,No,0,0,0,1,0,1,1
6691-CCIHA,62,84.95,5150.55,two_year,electronic_check,dsl,Yes,Yes,No,Yes,Yes,Yes,0,1,0,1,1,1,0
1685-BQULA,40,93.4,3756.4,month_to_month,bank_transfer,fiber_optic,No,Yes,Yes,No,Yes,No,0,0,0,1,1,1,0
9053-EJUNL,41,89.2,3645.75,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,Yes,No,0,0,0,1,1,1,0
0666-UXTJO,34,85.2,2874.45,month_to_month,credit_card,fiber_optic,No,No,Yes,No,Yes,No,1,1,0,1,0,1,0
1471-GIQKQ,1,49.95,49.95,month_to_month,electronic_check,dsl,No,Yes,No,No,No,No,0,0,0,1,0,0,0
4807-IZYOZ,51,20.65,1020.75,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
1122-JWTJW,1,70.65,70.65,month_to_month,mailed_check,fiber_optic,No,No,No,No,No,No,0,1,1,1,0,1,1
9710-NJERN,39,20.15,826.0,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
9837-FWLCH,12,19.2,239.0,month_to_month,electronic_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,1,0
1699-HPSBG,12,59.8,727.8,one_year,electronic_check,dsl,No,No,No,Yes,Yes,No,0,0,0,1,0,1,1
7203-OYKCT,72,104.95,7544.3,one_year,electronic_check,fiber_optic,No,Yes,Yes,No,Yes,Yes,0,0,0,1,1,1,0
1035-IPQPU,63,103.5,6479.4,month_to_month,electronic_check,fiber_optic,No,Yes,Yes,No,Yes,Yes,1,1,0,1,1,1,0
7398-LXGYX,44,84.8,3626.35,month_to_month,credit_card,fiber_optic,Yes,No,Yes,No,No,No,0,1,0,1,1,1,0
2823-LKABH,18,95.05,1679.4,month_to_month,bank_transfer,fiber_optic,No,No,Yes,Yes,No,Yes,0,0,0,1,1,1,0
8775-CEBBJ,9,44.2,403.35,month_to_month,bank_transfer,dsl,No,No,No,No,No,No,0,0,0,1,0,1,1
0550-DCXLH,13,73.35,931.55,month_to_month,mailed_check,dsl,No,Yes,No,Yes,Yes,Yes,0,0,0,1,0,0,0
9281-CEDRU,68,64.1,4326.25,two_year,bank_transfer,dsl,No,Yes,No,Yes,Yes,No,0,1,0,1,0,0,0
2235-DWLJU,6,44.4,263.05,month_to_month,electronic_check,dsl,No,No,No,No,Yes,Yes,1,0,0,0,0,1,0
0871-OPBXW,2,20.05,39.25,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
3605-JISKB,55,60.0,3316.1,one_year,credit_card,dsl,Yes,Yes,No,No,No,No,1,1,0,1,1,0,0
6894-LFHLY,1,75.75,75.75,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,1,0,0,1,1,1,1
9767-FFLEM,38,69.5,2625.25,month_to_month,credit_card,fiber_optic,No,No,No,No,No,No,0,0,0,1,0,1,0
0639-TSIQW,67,102.95,6886.25,month_to_month,credit_card,fiber_optic,Yes,Yes,Yes,No,Yes,No,0,0,0,1,1,1,1
8456-QDAVC,19,78.7,1495.1,month_to_month,bank_transfer,fiber_optic,No,No,No,No,Yes,No,0,0,0,1,0,1,0
7750-EYXWZ,12,60.65,743.3,one_year,electronic_check,dsl,No,Yes,Yes,Yes,Yes,Yes,0,0,0,0,0,0,0
2569-WGERO,72,21.15,1419.4,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
6840-RESVB,24,84.8,1990.5,one_year,mailed_check,dsl,Yes,No,Yes,Yes,Yes,Yes,0,1,1,1,1,1,0
2234-XADUH,72,103.2,7362.9,one_year,credit_card,fiber_optic,No,Yes,Yes,No,Yes,Yes,0,1,1,1,1,1,0
4801-JZAZL,11,29.6,346.45,month_to_month,electronic_check,dsl,Yes,No,No,No,No,No,0,1,1,0,0,1,0
8361-LTMKD,4,74.4,306.6,month_to_month,mailed_check,fiber_optic,No,No,No,No,No,No,1,1,0,1,1,1,1
3186-AJIEK,66,105.65,6844.5,two_year,bank_transfer,fiber_optic,Yes,No,Yes,Yes,Yes,Yes,0,0,0,1,0,1,0
